Contax G28,7500,ptt,moulinrouge,2018-05-10 11:55:36,http://www.ptt.cc/bbs/photo-buy/M.1525924539.A.118.html
Voigtlander 58mm F1.4 SLII(AIS),10000,ptt,jlyu,2018-05-11 00:06:38,http://www.ptt.cc/bbs/photo-buy/M.1525968400.A.CA4.html
ricoh  gr1,7500,ptt,PENTAXCAT,2018-05-11 14:09:44,http://www.ptt.cc/bbs/photo-buy/M.1526018987.A.074.html
L39系統 Canon 7 RF & FED 4,5000,ptt,LWalter,2018-05-12 02:50:33,http://www.ptt.cc/bbs/photo-buy/M.1526064635.A.428.html
RICOH XR 7MII，CR-5，XR500,800,ptt,PENTAXCAT,2018-05-12 10:17:59,http://www.ptt.cc/bbs/photo-buy/M.1526091482.A.CCD.html
日製真皮側背相機包 Acru Mini Bono,9000,ptt,shkevin,2018-05-13 00:54:44,http://www.ptt.cc/bbs/photo-buy/M.1526144087.A.E08.html
Nikon 鏡頭 24mm 28mm 50mm 55mm Micro 105mm 2X,5500,ptt,Can19860111,2018-05-14 19:29:09,http://www.ptt.cc/bbs/photo-buy/M.1526297352.A.EFA.html
