makina W67,67000,ptt,aayuan,2018-07-09 15:46:20,http://www.ptt.cc/bbs/photo-buy/M.1531122382.A.5F8.html
土城 CANON EOS 7 & MINOLTA α-7 單眼,300,ptt,PENTAXCAT,2018-07-09 18:44:19,http://www.ptt.cc/bbs/photo-buy/M.1531133061.A.552.html
Balda Baldi 29,3500,ptt,iverson6602,2018-07-10 09:51:30,http://www.ptt.cc/bbs/photo-buy/M.1531187493.A.DF6.html
NIKON TW ZOOM & MINOLTA AF-E,200,ptt,PENTAXCAT,2018-07-10 12:16:57,http://www.ptt.cc/bbs/photo-buy/M.1531196220.A.533.html
CONTAX G35mm/f2,12000,ptt,PENTAXCAT,2018-07-10 14:59:06,http://www.ptt.cc/bbs/photo-buy/M.1531205948.A.B7E.html
Polaroid sx70聲納機,6000,ptt,free12210303,2018-07-10 21:58:48,http://www.ptt.cc/bbs/photo-buy/M.1531231130.A.55F.html
Canon old F1 + S.S.C 50 1.4 F-1,7500,ptt,oecgoat,2018-07-11 13:39:24,http://www.ptt.cc/bbs/photo-buy/M.1531287567.A.4D5.html
台北 Pentax SV 機身,800,ptt,pluto1111,2018-07-11 15:04:15,http://www.ptt.cc/bbs/photo-buy/M.1531292659.A.066.html
Fujifilm GA645Zi 中片幅,100,ptt,stevenmann,2018-07-11 23:48:56,http://www.ptt.cc/bbs/photo-buy/M.1531324138.A.052.html
BEWI 熱靴式測光表,0,ptt,pin731104,2018-07-12 00:52:51,http://www.ptt.cc/bbs/photo-buy/M.1531327976.A.FF1.html
土城 NIKON &其它相機配件,200,ptt,PENTAXCAT,2018-07-12 10:25:30,http://www.ptt.cc/bbs/photo-buy/M.1531362333.A.6A5.html
Schneider Curtagon 35/2.8 DKL,600,ptt,ca1123,2018-07-15 01:00:22,http://www.ptt.cc/bbs/photo-buy/M.1531587625.A.BD3.html
Nikon FE 單機身,3000,ptt,faylee,2018-07-15 10:09:39,http://www.ptt.cc/bbs/photo-buy/M.1531620582.A.925.html
Pentax espio mini,5800,ptt,yuityuit,2018-07-15 14:56:23,http://www.ptt.cc/bbs/photo-buy/M.1531637785.A.809.html
