Nikon F2 + 50mm AIS標準鏡,7000,ptt,shean1115,2017-12-22 21:34:03,http://www.ptt.cc/bbs/photo-buy/M.1513949647.A.81F.html
土城 CONTAX G2 & CONTAX G45/F2,10000,ptt,PENTAXCAT,2017-12-23 23:33:13,http://www.ptt.cc/bbs/photo-buy/M.1514043197.A.812.html
"Canon QL-17,QL-17 GIII黑機各一",1500,ptt,gakunomichi,2017-12-24 01:34:26,http://www.ptt.cc/bbs/photo-buy/M.1514050469.A.8F9.html
售 G-ROKKOR 28mm/f3.5 配件,1500,ptt,PENTAXCAT,2017-12-24 17:38:26,http://www.ptt.cc/bbs/photo-buy/M.1514108309.A.595.html
土城 古董拍立得三台,200,ptt,PENTAXCAT,2017-12-26 12:02:40,http://www.ptt.cc/bbs/photo-buy/M.1514260963.A.38C.html
Nikon F80D + 24-50mm,2000,ptt,chang912137,2017-12-27 01:42:04,http://www.ptt.cc/bbs/photo-buy/M.1514310130.A.742.html
土城 RICOH & FUJI 輕便古董機,100,ptt,PENTAXCAT,2017-12-27 10:41:51,http://www.ptt.cc/bbs/photo-buy/M.1514342515.A.D3D.html
台北 Nikon 50mm F1.8D,2500,ptt,gulic,2017-12-27 11:07:32,http://www.ptt.cc/bbs/photo-buy/M.1514344055.A.7A5.html
土城 konica c35ef古董機&輕便機,100,ptt,PENTAXCAT,2017-12-27 11:11:41,http://www.ptt.cc/bbs/photo-buy/M.1514344305.A.C1B.html
台北 Nikon 85mm F1.8D,6500,ptt,gulic,2017-12-27 11:44:22,http://www.ptt.cc/bbs/photo-buy/M.1514346265.A.AC5.html
台北 Nikon SB910閃光燈,8000,ptt,gulic,2017-12-27 12:12:29,http://www.ptt.cc/bbs/photo-buy/M.1514347951.A.EA8.html
理光 Auto Half SE,3000,ptt,LWalter,2017-12-27 12:57:18,http://www.ptt.cc/bbs/photo-buy/M.1514350641.A.5BA.html
Plustek OpticFilm7600i AI 底掃,7600,ptt,juliushan,2017-12-27 14:29:21,http://www.ptt.cc/bbs/photo-buy/M.1514356165.A.4A3.html
